01610300|ROOTED VEGETABLE FARMS|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610301|BEET FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610302|CARROT FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610303|ONION FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610400|LETTUCE AND LEAF VEGETABLE FARMS|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610401|ARTICHOKE FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610402|BOK CHOY FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610403|BROCCOLI FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610404|BRUSSELS SPROUT FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610405|CABBAGE FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610406|CAULIFLOWER FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610407|CELERY FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610408|ENDIVE FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610409|LETTUCE FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610410|ROMAINE FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01610411|SPINACH FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619900|VEGETABLES AND MELONS, NEC|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619901|ASPARAGUS FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619902|CORN FARM, SWEET|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619903|CUCUMBER FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619904|MARKET GARDEN|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619905|PEPPER FARM, SWEET AND HOT (VEGETABLES)|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619906|SQUASH FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619907|TOMATO FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619908|TRUCK FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01619909|PUMPKIN FARM|0161|VEGETABLE AND MELONS|0|111219|OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING
01710000|BERRY CROPS|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719900|BERRY CROPS, NEC|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719901|BLACKBERRY FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719902|BLUEBERRY FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719903|CRANBERRY FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719904|CURRANT FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719905|DEWBERRY FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719906|GOOSEBERRY FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719907|LOGANBERRY FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719908|RASPBERRY FARM|0171|BERRY CROPS|0|111334|BERRY (EXCEPT STRAWBERRY) FARMING
01719909|STRAWBERRY FARM|0171|BERRY CROPS|0|111333|STRAWBERRY FARMING
01720000|GRAPES|0172|GRAPES|0|111332|GRAPE VINEYARDS
01730000|TREE NUT|0173|TREE NUT|0|111335|TREE NUT FARMING
01739900|TREE NUT, NEC|0173|TREE NUT|0|111335|TREE NUT FARMING
01739901|ALMOND GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01739902|CHESTNUT GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01739903|FILBERT GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01739904|MACADAMIA GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01739905|PECAN GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01739906|PISTACHIO GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01739907|TUNG NUT GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01739908|WALNUT GROVE|0173|TREE NUT|0|111335|TREE NUT FARMING
01740000|CITRUS FRUITS|0174|CITRUS FRUITS|0|11132|CITRUS (EXCEPT ORANGE) GROVES
01749900|CITRUS FRUITS, NEC|0174|CITRUS FRUITS|0|11132|CITRUS (EXCEPT ORANGE) GROVES
01749901|GRAPEFRUIT GROVE|0174|CITRUS FRUITS|0|11132|CITRUS (EXCEPT ORANGE) GROVES
01749902|LEMON GROVE|0174|CITRUS FRUITS|0|11132|CITRUS (EXCEPT ORANGE) GROVES
01749903|LIME GROVE|0174|CITRUS FRUITS|0|11132|CITRUS (EXCEPT ORANGE) GROVES
01749904|ORANGE GROVE|0174|CITRUS FRUITS|0|11131|ORANGE GROVES
01749905|TANGELO GROVE|0174|CITRUS FRUITS|0|11132|CITRUS (EXCEPT ORANGE) GROVES
01749906|TANGERINE GROVE|0174|CITRUS FRUITS|0|11132|CITRUS (EXCEPT ORANGE) GROVES
01750000|DECIDUOUS TREE FRUITS|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759900|DECIDUOUS TREE FRUITS, NEC|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759901|APPLE ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111331|APPLE ORCHARDS
01759902|APRICOT ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759903|CHERRY ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759904|NECTARINE ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759905|PEACH ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759906|PEAR ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759907|PERSIMMON ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759908|PLUM ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759909|POMEGRANATE ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759910|PRUNE ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01759911|QUINCE ORCHARD|0175|DECIDUOUS TREE FRUITS|0|111339|OTHER NONCITRUS FRUIT FARMING
01790000|FRUITS AND TREE NUTS NEC|0179|FRUITS AND TREE NUTS NEC|0|111336|FRUIT AND TREE NUT COMBINATION FARMING
01799900|FRUITS AND TREE NUTS, NEC|0179|FRUITS AND TREE NUTS NEC|0|111336|FRUIT AND TREE NUT COMBINATION FARMING
01799901|AVOCADO ORCHARD|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799902|BANANA GROVE|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799903|COCONUT GROVE|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799904|DATE ORCHARD|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799905|FIG ORCHARD|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799906|KIWI FARM|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799907|OLIVE GROVE|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799908|PINEAPPLE FARM|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799909|PLANTAIN GROVE|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799910|COFFEE FARM|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799911|GUAVA GROVE|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799912|PAPAYA GROVE|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01799913|MANGO GROVE|0179|FRUITS AND TREE NUTS NEC|0|111339|OTHER NONCITRUS FRUIT FARMING
01810000|ORNAMENTAL NURSERY PRODUCTS|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810100|PLANTS, FOLIAGE AND SHRUBBERIES|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810101|BEDDING PLANTS, GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810102|FOLIAGE, GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810103|MATS, PRESEEDED: SOIL EROSION, GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810104|NURSERY STOCK, GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810105|PLANTS, POTTED: GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810106|SHRUBBERIES, GROWN IN FIELD NURSERIES|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810107|SHRUBBERIES, GROWN UNDER COVER (EG GREENHOUSE PROD|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01810200|FLORISTS GREENS AND FLOWERS|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810201|FLORISTS GREENS, CULTIVATED: GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810202|FLOWERS, GROWN IN FIELD NURSERIES|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810203|FLOWERS: GROWN UNDER COVER (EG GREENHOUSE PRODUCTI|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810204|ROSES, GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810300|BULBS AND SEEDS|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810301|BULBS, GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810302|SEEDS, FLOWER; GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01810303|SEEDS, VEGETABLE: GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|111422|FLORICULTURE PRODUCTION
01819900|ORNAMENTAL NURSERY PRODUCTS, NEC|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01819901|FRUIT STOCKS, GROWING OF|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01819902|SOD FARMS|0181|ORNAMENTAL NURSERY PRODUCTS|0|11142|NURSERY AND FLORICULTURE PRODUCTION
01820000|FOOD CROPS GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01820100|VEGETABLE CROPS, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01820101|BEAN SPROUTS, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01820102|MUSHROOM SPAWN, PRODUCTION OF|0182|FOOD CROPS GROWN UNDER COVER|0|111411|MUSHROOM PRODUCTION
01820103|MUSHROOMS, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111411|MUSHROOM PRODUCTION
01820104|RHUBARB, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01820105|TOMATOES, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01820106|TRUFFLES, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01829900|FOOD CROPS, GROWN UNDER COVER, NEC|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01829901|FRUITS, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01829902|HYDROPONIC CROPS, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01829903|SEAWEED, GROWN UNDER COVER|0182|FOOD CROPS GROWN UNDER COVER|0|111419|OTHER FOOD CROPS GROWN UNDER COVER
01910000|GENERAL FARMS, PRIMARILY CROP|0191|GENERAL FARMS, PRIMARILY CROP|0|111998|ALL OTHER MISCELLANEOUS CROP FARMING
01910101|GENERAL FARMS, PRIMARILY CROP|0191|GENERAL FARMS, PRIMARILY CROP|0|111998|ALL OTHER MISCELLANEOUS CROP FARMING
02110000|BEEF CATTLE FEEDLOTS|0211|BEEF CATTLE FEEDLOTS|0|112112|CATTLE FEEDLOTS
02120000|BEEF CATTLE, EXCEPT FEEDLOTS|0212|BEEF CATTLE, EXCEPT FEEDLOTS|0|112111|BEEF CATTLE RANCHING AND FARMING
02120101|BEEF CATTLE, EXC FEEDLOTS|0212|BEEF CATTLE, EXCEPT FEEDLOTS|0|112111|BEEF CATTLE RANCHING AND FARMING
02130000|HOGS|0213|HOGS|0|11221|HOG AND PIG FARMING
02139900|HOGS, NEC|0213|HOGS|0|11221|HOG AND PIG FARMING
02139901|HOG FEEDLOT|0213|HOGS|0|11221|HOG AND PIG FARMING
02140000|SHEEP AND GOATS|0214|SHEEP AND GOATS|0|1124|SHEEP AND GOAT FARMING
02140100|GOATS, AGRICULTURAL SERVICES|0214|SHEEP AND GOATS|0|11242|GOAT FARMING
02140101|GOAT FARM|0214|SHEEP AND GOATS|0|11242|GOAT FARMING
02140102|GOATS MILK PRODUCTION|0214|SHEEP AND GOATS|0|11242|GOAT FARMING
02140103|MOHAIR PRODUCTION|0214|SHEEP AND GOATS|0|11242|GOAT FARMING
02140200|SHEEP, LIVESTOCK SERVICES|0214|SHEEP AND GOATS|0|11241|SHEEP FARMING
02140201|LAMB FEEDLOT|0214|SHEEP AND GOATS|0|11241|SHEEP FARMING
02140202|SHEEP FEEDING FARM|0214|SHEEP AND GOATS|0|11241|SHEEP FARMING
02140203|SHEEP RAISING FARM|0214|SHEEP AND GOATS|0|11241|SHEEP FARMING
02140204|WOOL PRODUCTION|0214|SHEEP AND GOATS|0|11241|SHEEP FARMING
02190000|GENERAL LIVESTOCK, NEC|0219|GENERAL LIVESTOCK, NEC|0|11299|ALL OTHER ANIMAL PRODUCTION
02190101|GENERAL LIVESTOCK|0219|GENERAL LIVESTOCK, NEC|0|11299|ALL OTHER ANIMAL PRODUCTION
02410000|DAIRY FARMS|0241|DAIRY FARMS|0|11212|DAIRY CATTLE AND MILK PRODUCTION
02419900|DAIRY FARMS, NEC|0241|DAIRY FARMS|0|11212|DAIRY CATTLE AND MILK PRODUCTION
02419901|DAIRY HEIFER REPLACEMENT FARM|0241|DAIRY FARMS|0|11212|DAIRY CATTLE AND MILK PRODUCTION
02419902|MILK PRODUCTION|0241|DAIRY FARMS|0|11212|DAIRY CATTLE AND MILK PRODUCTION
02510000|BROILER, FRYER AND ROASTER CHICKENS|0251|BROILER, FRYER AND ROASTER CHICKENS|0|11232|BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION
02519900|BROILER, FRYER AND ROASTER CHICKENS, NEC|0251|BROILER, FRYER AND ROASTER CHICKENS|0|11232|BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION
02519901|BROILING CHICKENS, RAISING OF|0251|BROILER, FRYER AND ROASTER CHICKENS|0|11232|BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION
02519902|CAPONS, RAISING OF|0251|BROILER, FRYER AND ROASTER CHICKENS|0|11232|BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION
02519903|CORNISH HENS, RAISING OF|0251|BROILER, FRYER AND ROASTER CHICKENS|0|11232|BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION
02519904|FRYING CHICKENS, RAISING OF|0251|BROILER, FRYER AND ROASTER CHICKENS|0|11232|BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION
02519905|ROASTING CHICKENS, RAISING OF|0251|BROILER, FRYER AND ROASTER CHICKENS|0|11232|BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION
02520000|CHICKEN EGGS|0252|CHICKEN EGGS|0|11231|CHICKEN EGG PRODUCTION
02529900|CHICKEN EGGS, NEC|0252|CHICKEN EGGS|0|11231|CHICKEN EGG PRODUCTION
02529901|STARTED PULLET FARM|0252|CHICKEN EGGS|0|11231|CHICKEN EGG PRODUCTION
02530000|TURKEY AND TURKEY EGGS|0253|TURKEY AND TURKEY EGGS|0|11233|TURKEY PRODUCTION
02539900|TURKEY AND TURKEY EGGS, NEC|0253|TURKEY AND TURKEY EGGS|0|11233|TURKEY PRODUCTION
02539901|TURKEY EGG FARMS|0253|TURKEY AND TURKEY EGGS|0|11233|TURKEY PRODUCTION
02539902|TURKEY FARMS|0253|TURKEY AND TURKEY EGGS|0|11233|TURKEY PRODUCTION
02540000|POULTRY HATCHERIES|0254|POULTRY HATCHERIES|0|11234|POULTRY HATCHERIES
02549900|POULTRY HATCHERIES, NEC|0254|POULTRY HATCHERIES|0|11234|POULTRY HATCHERIES
02549901|CHICKEN HATCHERY|0254|POULTRY HATCHERIES|0|11231|CHICKEN EGG PRODUCTION
02590000|POULTRY AND EGGS|0259|POULTRY AND EGGS|0|11239|OTHER POULTRY PRODUCTION
02599900|POULTRY AND EGGS, NEC, NEC|0259|POULTRY AND EGGS|0|11239|OTHER POULTRY PRODUCTION
02599901|DUCK FARM|0259|POULTRY AND EGGS|0|11239|OTHER POULTRY PRODUCTION
02599902|GEESE FARM|0259|POULTRY AND EGGS|0|11239|OTHER POULTRY PRODUCTION
02599903|PHEASANT FARM|0259|POULTRY AND EGGS|0|11239|OTHER POULTRY PRODUCTION
