13110100|CRUDE PETROLEUM AND NATURAL GAS PRODUCTION        ||211120|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Crude Petroleum Extraction|Crude Petroleum Extraction
13110101|CRUDE PETROLEUM PRODUCTION                        ||211120|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Crude Petroleum Extraction|Crude Petroleum Extraction
13110102|NATURAL GAS PRODUCTION                            ||211120|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Crude Petroleum Extraction|Crude Petroleum Extraction
13110201|COAL GASIFICATION                                 ||211120|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Crude Petroleum Extraction|Crude Petroleum Extraction
13110202|COAL LIQUEFACTION                                 ||211120|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Crude Petroleum Extraction|Crude Petroleum Extraction
13110203|COAL PYROLYSIS                                    ||211120|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Crude Petroleum Extraction|Crude Petroleum Extraction
13110300|SAND AND SHALE OIL MINING                         ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
13110301|OIL SAND MINING                                   ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
13110302|OIL SHALE MINING                                  ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
13210000|NATURAL GAS LIQUIDS                               ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219900|NATURAL GAS LIQUIDS, NEC                          ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219901|BUTANE (NATURAL) PRODUCTION                       ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219902|CASING-HEAD BUTANE AND PROPANE PRODUCTION         ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219904|ETHANE (NATURAL) PRODUCTION                       ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219905|FRACTIONATING NATURAL GAS LIQUIDS                 ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219906|ISOBUTANE (NATURAL) PRODUCTION                    ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219908|NATURAL GAS LIQUIDS PRODUCTION                    ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219909|NATURAL GASOLINE PRODUCTION                       ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13219910|PROPANE (NATURAL) PRODUCTION                      ||211130|Mining, Quarrying, and Oil and Gas Extraction|Oil and Gas Extraction|Oil and Gas Extraction|Natural Gas Extraction|Natural Gas Extraction
13829902|GEOLOGICAL EXPLORATION, OIL AND GAS FIELD         ||213112|Mining, Quarrying, and Oil and Gas Extraction|Support Activities for Mining|Support Activities for Mining|Support Activities for Mining|Support Activities for Oil and Gas Operations
13829903|GEOPHYSICAL EXPLORATION, OIL AND GAS FIELD        ||213112|Mining, Quarrying, and Oil and Gas Extraction|Support Activities for Mining|Support Activities for Mining|Support Activities for Mining|Support Activities for Oil and Gas Operations
13890000|OIL AND GAS FIELD SERVICES                        ||213112|Mining, Quarrying, and Oil and Gas Extraction|Support Activities for Mining|Support Activities for Mining|Support Activities for Mining|Support Activities for Oil and Gas Operations
13899902|FIRE FIGHTING, OIL AND GAS FIELD                  ||213112|Mining, Quarrying, and Oil and Gas Extraction|Support Activities for Mining|Support Activities for Mining|Support Activities for Mining|Support Activities for Oil and Gas Operations
13899903|FISHING FOR TOOLS, OIL AND GAS FIELDS             ||213112|Mining, Quarrying, and Oil and Gas Extraction|Support Activities for Mining|Support Activities for Mining|Support Activities for Mining|Support Activities for Oil and Gas Operations
13899904|GAS COMPRESSING (NATURAL GAS) AT THE FIELDS       ||213112|Mining, Quarrying, and Oil and Gas Extraction|Support Activities for Mining|Support Activities for Mining|Support Activities for Mining|Support Activities for Oil and Gas Operations
13899906|HAULAGE, OIL FIELD                                ||213112|Mining, Quarrying, and Oil and Gas Extraction|Support Activities for Mining|Support Activities for Mining|Support Activities for Mining|Support Activities for Oil and Gas Operations
14590102|CLAYS (COMMON) QUARRYING                          ||212325|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying|Clay and Ceramic and Refractory Minerals Mining
14590200|NONCLAY REFRACTORY MATERIALS                      ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
14590201|ANDALUSITE MINING                                 ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
14749901|BORATE COMPOUNDS (NATURAL) MINING                 ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
14990600|PEAT MINING AND PROCESSING                        ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
14990601|PEAT GRINDING                                     ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
14990602|PEAT MINING                                       ||212399|Mining, Quarrying, and Oil and Gas Extraction|Mining (except Oil and Gas)|Nonmetallic Mineral Mining and Quarrying|Other Nonmetallic Mineral Mining and Quarrying|All Other Nonmetallic Mineral Mining
15220000|RESIDENTIAL CONSTRUCTION                          ||236115|Construction|Construction of Buildings|Residential Building Construction|Residential Building Construction|New Single-Family Housing Construction (except For-Sale Builders)
15220102|CO-OP CONSTRUCTION                                ||236115|Construction|Construction of Buildings|Residential Building Construction|Residential Building Construction|New Single-Family Housing Construction (except For-Sale Builders)
15229900|RESIDENTIAL CONSTRUCTION, NEC, NEC                ||236115|Construction|Construction of Buildings|Residential Building Construction|Residential Building Construction|New Single-Family Housing Construction (except For-Sale Builders)
15310000|OPERATIVE BUILDERS                                ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
15319900|OPERATIVE BUILDERS, NEC                           ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
15420000|NONRESIDENTIAL CONSTRUCTION                       ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
15420202|GREENHOUSE CONSTRUCTION                           ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
15420400|SPECIALIZED PUBLIC BUILDING CONTRACTORS           ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
15429900|NONRESIDENTIAL CONSTRUCTION, NEC, NEC             ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
15429901|CUSTOM BUILDERS, NON-RESIDENTIAL                  ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
15429902|DESIGN AND ERECTION, COMBINED: NON-RESIDENTIAL    ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
16299900|HEAVY CONSTRUCTION, NEC, NEC                      ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
17610000|ROOFING, SIDING & SHEETMETAL WORK                 ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
17619900|ROOFING, SIDING & SHEETMETAL WORK, NEC            ||236210|Construction|Construction of Buildings|Nonresidential Building Construction|Industrial Building Construction|Industrial Building Construction
20110100|BEEF PRODUCTS, FROM BEEF SLAUGHTERED ON SITE      ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110101|BOXED BEEF, FROM MEAT SLAUGHTERED ON SITE         ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110102|CORNED BEEF, FROM MEAT SLAUGHTERED ON SITE        ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110103|VEAL, FROM MEAT SLAUGHTERED ON SITE               ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110200|PORK PRODUCTS, FROM PORK SLAUGHTERED ON SITE      ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110201|BACON, SLAB & SLICED, FROM MEAT SLAUGHTERED ON SIT||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110300|LAMB PRODUCTS, FROM LAMB SLAUGHTERED ON SITE      ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110301|MUTTON, FROM MEAT SLAUGHTERED ON SITE             ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110400|MEAT BY-PRODUCTS, FROM MEAT SLAUGHTERED ON SITE   ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110401|BLOOD MEAL                                        ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110402|HIDES, CURED OR UNCURED:FROM CARCASSES SLAUGHTERED||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20110403|LARD, FROM CARCASSES SLAUGHTERED ON SITE          ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119901|CANNED MEATS, (EXCEPT BABY FOOD), MEAT SLAUGHTERED||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119902|CURED MEATS, FROM MEAT SLAUGHTERED ON SITE        ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119903|DRIED MEATS, FROM MEAT SLAUGHTERED ON SITE        ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119904|FRANKFURTERS, FROM MEAT SLAUGHTERED ON SITE       ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119905|HORSE MEAT, FOR HUMAN CONSUMPTION: SLAUGHTERED ON ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119906|LUNCHEON MEAT, FROM MEAT SLAUGHTERED ON SITE      ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119907|SAUSAGES, FROM MEAT SLAUGHTERED ON SITE           ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20119908|VARIETY MEATS, FRESH EDIBLE ORGANS                ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20130100|PREPARED BEEF PRODUCTS, FROM PURCHASED BEEF       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20130200|PREPARED PORK PRODUCTS, FROM PURCHASED PORK       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20130303|SAUSAGE CASINGS, NATURAL                          ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20139907|HEAD CHEESE, FROM PURCH MEAT PRODUCTS             ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150300|EGG PROCESSING                                    ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150301|EGG ALBUMEN                                       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150302|EGG SUBSTITUTES MADE FROM EGGS                    ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150303|EGGS, PROCESSED: CANNED                           ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150304|EGGS, PROCESSED: DEHYDRATED                       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150305|EGGS, PROCESSED: DESICCATED (DRIED)               ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150306|EGGS, PROCESSED: FROZEN                           ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150701|RABBIT, PROCESSED, NSK                            ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150702|RABBIT, PROCESSED: CANNED                         ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150703|RABBIT, PROCESSED: COOKED                         ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150704|RABBIT, PROCESSED: FRESH                          ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150705|RABBIT, PROCESSED: FROZEN                         ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20150706|RABBIT, SLAUGHTERED & DRESSED                     ||311611|Manufacturing|Food Manufacturing|Animal Slaughtering and Processing|Animal Slaughtering and Processing|Animal (except Poultry) Slaughtering
20329903|PUDDINGS, EXCEPT MEAT: PACKAGED IN CANS, JARS, ETC||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20439905|GRANOLA & MUESLI, EXCEPT BARS & CLUSTERS          ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20439907|INFANTS FOODS, CEREAL TYPE                        ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460100|CORN & OTHER VEGETABLE STARCHES                   ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460101|CORN STARCH                                       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460102|EDIBLE STARCH                                     ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460103|INDUSTRIAL STARCH                                 ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460104|INSTANT STARCH                                    ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460105|LIQUID STARCH                                     ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460106|POTATO STARCH                                     ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460107|RICE STARCH                                       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460108|ROOT STARCH, EDIBLE                               ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460109|STARCH, NSK                                       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460110|TAPIOCA                                           ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460111|WHEAT GLUTEN                                      ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20460112|WHEAT STARCH                                      ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20790101|MARGARINE OIL, EXCEPT CORN                        ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20790102|MARGARINE-BUTTER BLENDS                           ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20790103|MARGARINE, INCLUDING IMITATION                    ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20790201|COMPOUND SHORTENINGS                              ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20790202|STEARIN, VEGETABLE                                ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20799901|COOKING OILS, EXCEPT CORN: VEGETABLE REFINED      ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20799902|COTTONSEED OIL, REFINED: NOT MADE IN COTTONSEED OI||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20799903|EDIBLE OIL PRODUCTS, EXCEPT CORN OIL              ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20799905|OIL, PARIALLY HYDROGENATED: EDIBLE                ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20799906|OLIVE OIL                                         ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20870207|POWDERS, DRINK                                    ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20879904|GLACE, FOR GLAZING FOOD                           ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20879905|PASTES, FLAVORING                                 ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20879906|POWDERS, FLAVORING (EXCEPT DRINK)                 ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990000|FOOD PREPARATIONS                                 ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990102|MOLASSES, MIXED & BLENDED: FROM PURCHASED INGREDIE||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990200|BAKING POWDER & SODA, YEAST & OTHER LEAVENING AGEN||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990201|BAKING POWDER                                     ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990202|BAKING SODA                                       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990203|LEAVENING COMPOUNDS, PREPARED                     ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990204|YEAST, MANUFACTURING                              ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990300|DESSERT MIXES & FILLINGS                          ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990301|CAKE FILLINGS, EXCEPT FRUIT                       ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990302|DESSERTS, READY-TO-MIX                            ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990303|FROSTING MIXES, DRY: FOR CAKES, COOKIES, ETC      ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990304|FROSTING, READY-TO-USE                            ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990305|GELATIN DESSERT PREPARATIONS                      ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
20990307|PIE FILLINGS, EXCEPT FRUIT, MEAT & VEGETABLE      ||311999|Manufacturing|Food Manufacturing|Other Food Manufacturing|All Other Food Manufacturing|All Other Miscellaneous Food Manufacturing
